,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
174,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Rice,Main,2015,05-01,2015,12-01,none,production,66565.0,reported
175,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Maize,Main,2015,05-01,2015,12-01,none,production,31730.0,reported
176,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Rice,Main,2014,05-01,2014,12-01,none,production,62688.0,reported
177,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Maize,Main,2014,05-01,2014,12-01,none,production,29135.0,reported
178,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Maize,Main,2013,05-01,2013,12-01,none,production,26752.0,reported
179,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Rice,Main,2013,05-01,2013,12-01,none,production,59037.0,reported
180,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Rice,Main,2012,05-01,2012,12-01,none,production,55599.0,reported
181,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Maize,Main,2012,05-01,2012,12-01,none,production,24564.0,reported
182,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Rice,Main,2011,05-01,2011,12-01,none,production,52361.0,reported
183,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Maize,Main,2011,05-01,2011,12-01,none,production,22556.0,reported
184,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Maize,Main,2010,05-01,2010,12-01,none,production,20711.0,reported
185,GN1990A20403,Guinea,GN,Kankan,Kouroussa,Kouroussa,Rice,Main,2010,05-01,2010,12-01,none,production,49312.0,reported
186,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Maize,Main,2015,05-01,2015,12-01,none,production,138638.0,reported
187,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Rice,Main,2015,05-01,2015,12-01,none,production,46443.0,reported
188,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Rice,Main,2014,05-01,2014,12-01,none,production,43738.0,reported
189,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Maize,Main,2014,05-01,2014,12-01,none,production,127300.0,reported
190,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Maize,Main,2013,05-01,2013,12-01,none,production,116890.0,reported
191,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Rice,Main,2013,05-01,2013,12-01,none,production,41191.0,reported
192,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Rice,Main,2012,05-01,2012,12-01,none,production,38792.0,reported
193,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Maize,Main,2012,05-01,2012,12-01,none,production,107331.0,reported
194,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Maize,Main,2011,05-01,2011,12-01,none,production,98553.0,reported
195,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Rice,Main,2011,05-01,2011,12-01,none,production,36533.0,reported
196,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Rice,Main,2010,05-01,2010,12-01,none,production,34405.0,reported
197,GN1990A20404,Guinea,GN,Kankan,Mandiana,Mandiana,Maize,Main,2010,05-01,2010,12-01,none,production,90494.0,reported
198,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Maize,Main,2015,05-01,2015,12-01,none,production,61211.0,reported
199,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Rice,Main,2015,05-01,2015,12-01,none,production,36232.0,reported
200,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Rice,Main,2014,05-01,2014,12-01,none,production,34122.0,reported
201,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Maize,Main,2014,05-01,2014,12-01,none,production,56206.0,reported
202,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Maize,Main,2013,05-01,2013,12-01,none,production,51609.0,reported
203,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Rice,Main,2013,05-01,2013,12-01,none,production,32135.0,reported
204,GN1990A20405,Guinea,GN,Kankan,Siguiri,Siguiri,Rice,Main,2012,05-01,2012,12-01,none,production,30264.0,reported
