,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code,fill_status,missing_status
2838,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield_smooth,0.9394720153712726,calibrated,data,
2841,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield_smooth,0.9954588891553637,calibrated,data,
2844,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield_smooth,1.0492633098267816,calibrated,data,
2847,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield_smooth,1.0943896308139982,calibrated,data,
2850,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2015,10-01,2016,07-01,rainfed,yield_smooth,1.124630394170891,calibrated,data,
2853,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2016,10-01,2017,07-01,rainfed,yield_smooth,1.1385494358155899,calibrated,data,
2856,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2017,10-01,2018,07-01,rainfed,yield_smooth,1.140732692437526,calibrated,data,
2859,AF2017A105,Afghanistan,AF,Logar,,Logar,Wheat,Winter,2018,10-01,2019,07-01,rainfed,yield_smooth,1.1389049545880305,calibrated,data,
2863,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production,0.0,calibrated,data,
2866,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production,0.0,calibrated,data,
2869,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production,0.0,calibrated,data,
2872,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production,0.0,calibrated,data,
2875,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production,1000.0,calibrated,data,
2878,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production,1000.0,calibrated,data,
2881,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production,0.0,calibrated,data,
2884,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production,5000.0,calibrated,data,
2887,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production,6000.0,calibrated,data,
2890,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production,4000.0,calibrated,data,
2893,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production,11000.0,calibrated,data,
2896,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production,16000.0,calibrated,data,
2899,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production,1000.0,calibrated,data,
2902,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production,1620.0,calibrated,data,
2905,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production,780.0,calibrated,data,
2908,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production,20910.29,calibrated,data,
2911,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production,160.0,calibrated,data,
2914,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production,673.0,calibrated,data,
2863,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2001,10-01,2002,07-01,rainfed,production_smooth,252.04572823761833,calibrated,data,
2866,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2002,10-01,2003,07-01,rainfed,production_smooth,356.008038142406,calibrated,data,
2869,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2003,10-01,2004,07-01,rainfed,production_smooth,578.3744731215429,calibrated,data,
2872,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2004,10-01,2005,07-01,rainfed,production_smooth,943.2336033106592,calibrated,data,
2875,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2005,10-01,2006,07-01,rainfed,production_smooth,1472.736790434018,calibrated,data,
2878,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2006,10-01,2007,07-01,rainfed,production_smooth,2174.099558980991,calibrated,data,
2881,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2007,10-01,2008,07-01,rainfed,production_smooth,3021.2085172426227,calibrated,data,
2884,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2008,10-01,2009,07-01,rainfed,production_smooth,3944.10377838857,calibrated,data,
2887,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2009,10-01,2010,07-01,rainfed,production_smooth,4835.41928620265,calibrated,data,
2890,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2010,10-01,2011,07-01,rainfed,production_smooth,5574.373944437946,calibrated,data,
2893,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2011,10-01,2012,07-01,rainfed,production_smooth,6067.84208721847,calibrated,data,
2896,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2012,10-01,2013,07-01,rainfed,production_smooth,6281.4468076532285,calibrated,data,
2899,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2013,10-01,2014,07-01,rainfed,production_smooth,6246.427010811949,calibrated,data,
2902,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2014,10-01,2015,07-01,rainfed,production_smooth,6036.526915013789,calibrated,data,
2905,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2015,10-01,2016,07-01,rainfed,production_smooth,5737.1023170037615,calibrated,data,
2908,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2016,10-01,2017,07-01,rainfed,production_smooth,5426.048251145112,calibrated,data,
2911,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2017,10-01,2018,07-01,rainfed,production_smooth,5170.491453300179,calibrated,data,
2914,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2018,10-01,2019,07-01,rainfed,production_smooth,5025.801439354488,calibrated,data,
2861,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area,2000.0,calibrated,data,
2864,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area,0.0,calibrated,data,
2867,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area,0.0,calibrated,data,
2870,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area,0.0,calibrated,data,
2873,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area,1000.0,calibrated,data,
2876,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area,1000.0,calibrated,data,
2879,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area,1000.0,calibrated,data,
2882,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area,5000.0,calibrated,data,
2885,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area,5000.0,calibrated,data,
2888,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area,5000.0,calibrated,data,
2891,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area,11000.0,calibrated,data,
2894,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area,11000.0,calibrated,data,
2897,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area,2000.0,calibrated,data,
2900,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area,1490.0,calibrated,data,
2903,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area,800.0,calibrated,data,
2906,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area,21557.0,calibrated,data,
2909,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area,263.0,calibrated,data,
2912,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area,902.0,calibrated,data,
2861,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2001,10-01,2002,07-01,rainfed,area_smooth,792.0855689633249,calibrated,data,
2864,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2002,10-01,2003,07-01,rainfed,area_smooth,849.8217877935955,calibrated,data,
2867,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2003,10-01,2004,07-01,rainfed,area_smooth,992.5486220524815,calibrated,data,
2870,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2004,10-01,2005,07-01,rainfed,area_smooth,1262.3100611162895,calibrated,data,
2873,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2005,10-01,2006,07-01,rainfed,area_smooth,1693.5548622225401,calibrated,data,
2876,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2006,10-01,2007,07-01,rainfed,area_smooth,2294.917777139257,calibrated,data,
2879,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2007,10-01,2008,07-01,rainfed,area_smooth,3034.0357689709053,calibrated,data,
2882,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2008,10-01,2009,07-01,rainfed,area_smooth,3836.0738623922457,calibrated,data,
2885,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2009,10-01,2010,07-01,rainfed,area_smooth,4599.24080976209,calibrated,data,
2888,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2010,10-01,2011,07-01,rainfed,area_smooth,5221.894268228929,calibrated,data,
2891,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2011,10-01,2012,07-01,rainfed,area_smooth,5637.930135367641,calibrated,data,
2894,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2012,10-01,2013,07-01,rainfed,area_smooth,5835.764015878549,calibrated,data,
2897,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2013,10-01,2014,07-01,rainfed,area_smooth,5853.038064745202,calibrated,data,
2900,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2014,10-01,2015,07-01,rainfed,area_smooth,5749.767668124384,calibrated,data,
2903,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2015,10-01,2016,07-01,rainfed,area_smooth,5582.559828908618,calibrated,data,
2906,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2016,10-01,2017,07-01,rainfed,area_smooth,5397.399464114516,calibrated,data,
2909,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2017,10-01,2018,07-01,rainfed,area_smooth,5236.797626433927,calibrated,data,
2912,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2018,10-01,2019,07-01,rainfed,area_smooth,5142.259807785508,calibrated,data,
2862,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2001,10-01,2002,07-01,rainfed,yield,0.0,calibrated,data,
2865,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2002,10-01,2003,07-01,rainfed,yield,0.0,calibrated,data,
2868,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2003,10-01,2004,07-01,rainfed,yield,0.0,calibrated,data,
2871,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2004,10-01,2005,07-01,rainfed,yield,0.0,calibrated,data,
2874,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2005,10-01,2006,07-01,rainfed,yield,1.0,calibrated,data,
2877,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2006,10-01,2007,07-01,rainfed,yield,1.0,calibrated,data,
2880,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2007,10-01,2008,07-01,rainfed,yield,0.0,calibrated,data,
2883,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2008,10-01,2009,07-01,rainfed,yield,1.0,calibrated,data,
2886,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2009,10-01,2010,07-01,rainfed,yield,1.2,calibrated,data,
2889,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2010,10-01,2011,07-01,rainfed,yield,0.8,calibrated,data,
2892,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2011,10-01,2012,07-01,rainfed,yield,1.0,calibrated,data,
2895,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2012,10-01,2013,07-01,rainfed,yield,1.4545454545454546,calibrated,data,
2898,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2013,10-01,2014,07-01,rainfed,yield,0.5,calibrated,data,
2901,AF2017A104,Afghanistan,AF,Wardak,,Wardak,Wheat,Winter,2014,10-01,2015,07-01,rainfed,yield,1.087248322147651,calibrated,data,
