,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
178,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2011,04-01,2011,12-01,none,yield,1.22042139,reported
179,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2010,04-01,2010,12-01,none,area,6670.0,reported
180,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2010,04-01,2010,12-01,none,production,8000.0,reported
181,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2010,04-01,2010,12-01,none,yield,1.1994003,reported
182,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2009,04-01,2009,12-01,none,area,7120.0,reported
183,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2009,04-01,2009,12-01,none,production,8400.0,reported
184,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2009,04-01,2009,12-01,none,yield,1.17977528,reported
185,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2008,04-01,2008,12-01,none,area,7520.0,reported
186,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2008,04-01,2008,12-01,none,production,9320.0,reported
187,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2008,04-01,2008,12-01,none,yield,1.2393617,reported
188,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2015,04-01,2015,12-01,none,production,7380.0,reported
189,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2014,04-01,2014,12-01,none,production,7000.0,reported
190,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2013,04-01,2013,12-01,none,production,6550.0,reported
191,LR2008A124,Liberia,LR,Margibi,none,Margibi,Rice,Main,2012,04-01,2012,12-01,none,production,7710.0,reported
192,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2011,04-01,2011,12-01,none,area,7470.0,reported
193,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2011,04-01,2011,12-01,none,production,8740.0,reported
194,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2011,04-01,2011,12-01,none,yield,1.17001339,reported
195,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2010,04-01,2010,12-01,none,area,7360.0,reported
196,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2010,04-01,2010,12-01,none,production,8540.0,reported
197,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2010,04-01,2010,12-01,none,yield,1.16032609,reported
198,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2009,04-01,2009,12-01,none,area,7410.0,reported
199,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2009,04-01,2009,12-01,none,production,8820.0,reported
200,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2009,04-01,2009,12-01,none,yield,1.1902834,reported
201,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2008,04-01,2008,12-01,none,area,8270.0,reported
202,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2008,04-01,2008,12-01,none,production,11410.0,reported
203,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2008,04-01,2008,12-01,none,yield,1.37968561,reported
204,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2015,04-01,2015,12-01,none,production,8470.0,reported
205,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2014,04-01,2014,12-01,none,production,8950.0,reported
206,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2013,04-01,2013,12-01,none,production,8950.0,reported
207,LR2008A127,Liberia,LR,Maryland,none,Maryland,Rice,Main,2012,04-01,2012,12-01,none,production,9200.0,reported
